證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
04978P,台表科凱基94售02,"13,000",2,"21,520",1.65,1.66,1.65,1.66,X,0.0,2.23,45,2.33,10,0.00,
049790,滬深2X元大97購04,0,0,0,--,--,--,--, ,0.0,0.06,10,0.15,10,14.68,
049791,元油2X元大94購07,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,4.03,
049792,元油2X元大94購08,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,4.03,
049793,為升元大94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,129.50,
049794,台達電元大94購10,0,0,0,--,--,--,--, ,0.0,0.04,100,0.05,10,118.00,
049795,華通元大96購02,"100,000",6,"10,100",0.12,0.12,0.08,0.08,-,0.01,0.01,297,--,0,29.70,
049796,國巨元大94購10,"45,000",2,"39,900",0.95,0.95,0.76,0.76,-,0.27,0.40,50,--,0,290.50,
049797,台積電元大94購17,"850,000",25,"217,800",0.31,0.31,0.14,0.14,-,0.09,0.13,100,0.14,10,276.50,
049798,台積電元大94購18,"110,000",3,"16,500",0.15,0.15,0.15,0.15,-,0.08,0.05,40,0.14,10,276.50,
049799,旺宏元大96購01,0,0,0,--,--,--,--, ,0.0,0.27,100,0.88,10,27.20,
04979P,臺股指凱基96售07,"26,000",3,"88,220",3.11,3.62,3.11,3.62,-,0.95,4.28,30,4.60,6,0.00,
049800,瑞昱元大94購05,0,0,0,--,--,--,--, ,0.0,0.04,100,0.05,10,187.00,
049801,可成元大94購09,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,187.00,
049802,可成元大94購10,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,187.00,
049803,華新科元大95購07,"22,000",8,"7,900",0.35,0.40,0.30,0.30,-,0.01,0.25,3,0.28,10,156.50,
049804,華固元大94購01,"58,000",6,"35,200",0.57,0.65,0.57,0.60,+,0.04,0.54,100,0.55,10,88.60,
049805,美食元大94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,69.90,
049806,臺企銀元大94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,10.00,
049807,新光金元大96購02,0,0,0,--,--,--,--, ,0.0,0.03,100,0.04,10,8.03,
049808,聯詠元大94購03,"40,000",3,"37,300",0.86,1.02,0.86,1.02, ,0.0,0.56,100,0.62,10,171.50,
049809,聯詠元大94購04,"30,000",3,"26,000",0.92,0.94,0.74,0.74,+,0.16,0.50,100,0.55,10,171.50,
04980P,臺股指凱基96售08,"473,000",109,"1,460,880",2.95,3.79,2.31,3.18,+,0.23,3.18,14,3.39,14,0.00,
049810,欣興元大95購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,28.40,
049811,聯鈞元大94購01,"70,000",8,"127,520",1.72,1.96,1.69,1.75,+,0.11,1.15,10,1.16,10,59.00,
049812,致伸元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,40.00,
049813,康控元大96購02,0,0,0,--,--,--,--, ,0.0,--,0,0.11,10,97.70,
049814,超眾元大95購04,0,0,0,--,--,--,--, ,0.0,0.05,100,0.06,10,168.00,
049815,緯穎元大94購06,"94,000",6,"750,400",7.85,8.20,7.60,7.60,+,3.19,6.25,10,6.40,10,661.00,
049816,緯穎元大94購07,0,0,0,--,--,--,--, ,0.0,6.70,100,6.85,10,661.00,
049817,南電元大94購07,0,0,0,--,--,--,--, ,0.0,0.01,100,0.02,10,43.70,
049818,柏文元大94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,142.50,
049819,百和元大94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,55.00,
04981P,華新科亞東94售01,0,0,0,--,--,--,--, ,0.0,1.84,10,1.91,10,0.00,
049820,世紀鋼元大96購03,"198,000",23,"220,500",1.15,1.15,1.00,1.00,+,0.01,0.99,10,1.00,8,83.60,
049821,中石化凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.09,30,6.92,
049822,大成鋼凱基94購04,0,0,0,--,--,--,--, ,0.0,0.05,100,0.10,10,28.05,
049823,為升凱基94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,129.50,
049824,鴻海凱基94購18,0,0,0,--,--,--,--, ,0.0,--,0,0.03,5,71.10,
049825,台積電凱基94購26,0,0,0,--,--,--,--, ,0.0,--,0,0.10,165,276.50,
049826,光磊凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,16.85,
049827,正崴凱基94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,27.80,
049828,華新科凱基94購06,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,156.50,
049829,裕民凱基94購01,"79,000",1,790,0.01,0.01,0.01,0.01,X,0.0,0.01,100,0.10,10,26.00,
04982P,臺股指中信94售03,0,0,0,--,--,--,--, ,0.0,2.92,499,--,0,0.00,
049830,智易凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,15,62.00,
049831,日月光凱基94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,59.30,
049832,麗豐凱基94購05,0,0,0,--,--,--,--, ,0.0,0.01,100,0.10,60,165.50,
049833,正文凱基94購05,0,0,0,--,--,--,--, ,0.0,0.01,100,0.10,10,18.75,
049834,康控凱基94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,97.70,
049835,緯穎凱基94購05,"172,000",22,"661,820",4.16,4.16,3.44,3.44,+,1.09,2.96,34,3.01,10,661.00,
049836,矽創凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,123.00,
049837,臺股指凱基96購02,"50,000",2,"1,000",0.02,0.02,0.02,0.02,X,0.0,--,0,0.10,30,0.00,
049838,友達亞東94購01,0,0,0,--,--,--,--, ,0.0,0.07,10,0.12,10,7.58,
049839,聯發科亞東94購02,0,0,0,--,--,--,--, ,0.0,--,0,--,0,320.00,
04983P,臺股指康和94售03,0,0,0,--,--,--,--, ,0.0,3.55,998,--,0,0.00,
049840,亞光亞東94購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,62.00,
049841,國巨第一94購01,0,0,0,--,--,--,--, ,0.0,0.14,50,0.23,10,290.50,
049842,道瓊反中信98購01,0,0,0,--,--,--,--, ,0.0,3.04,10,4.35,1,0.00,
049843,康友中信95購01,"50,000",7,"13,020",0.28,0.28,0.17,0.17,-,0.14,0.14,30,0.15,10,0.00,
049844,國巨麥證94購01,0,0,0,--,--,--,--, ,0.0,0.33,10,0.39,10,0.00,
049845,台積電麥證94購01,"280,000",6,"63,100",0.30,0.30,0.21,0.23,+,0.08,0.10,10,0.16,10,0.00,
049846,台泥群益94購01,0,0,0,--,--,--,--, ,0.0,0.26,25,0.29,10,38.85,
049847,旺宏群益94購04,0,0,0,--,--,--,--, ,0.0,0.09,25,0.19,10,27.20,
049848,聯發科群益94購06,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,320.00,
049849,欣興群益94購04,0,0,0,--,--,--,--, ,0.0,--,0,--,0,28.40,
04984P,臺股指康和94售04,0,0,0,--,--,--,--, ,0.0,4.02,998,--,0,0.00,
049850,上緯控群益94購01,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,59.50,
049851,致伸群益94購03,0,0,0,--,--,--,--, ,0.0,--,0,--,0,40.00,
049852,康控群益94購03,0,0,0,--,--,--,--, ,0.0,--,0,--,0,97.70,
049853,上海銀群益94購02,0,0,0,--,--,--,--, ,0.0,--,0,--,0,39.60,
049854,超眾群益94購02,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,168.00,
049855,台表科群益94購01,0,0,0,--,--,--,--, ,0.0,0.13,25,0.23,10,69.80,
049856,緯穎群益94購02,"17,000",7,"107,300",6.55,6.55,6.10,6.10,+,1.33,4.73,25,4.83,10,661.00,
049857,緯穎群益94購03,"54,000",20,"379,050",7.25,7.25,6.65,6.65,+,3.3,4.69,25,4.79,10,661.00,
049858,百和群益94購05,0,0,0,--,--,--,--, ,0.0,0.01,25,0.03,10,55.00,
049859,味全兆豐95購01,0,0,0,--,--,--,--, ,0.0,0.01,307,0.03,10,17.90,
04985P,景碩永豐94售02,0,0,0,--,--,--,--, ,0.0,0.87,499,0.97,30,0.00,
049860,亞德客兆豐94購01,"159,000",4,"67,930",0.41,0.44,0.41,0.42,X,0.0,0.24,10,0.25,10,399.50,
049861,正崴兆豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,27.80,
049862,南亞科兆豐94購01,"10,000",1,700,0.07,0.07,0.07,0.07,-,0.01,0.05,10,0.06,10,59.20,
049863,京元電兆豐94購01,0,0,0,--,--,--,--, ,0.0,0.02,10,0.03,10,30.50,
049864,聯發科兆豐94購01,"353,000",8,"65,930",0.19,0.20,0.16,0.16,-,0.03,0.09,15,0.17,10,320.00,
049865,和鑫兆豐95購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,9.12,
049866,景碩兆豐94購01,"30,000",3,"3,900",0.19,0.19,0.10,0.10,-,0.04,0.09,10,0.11,10,39.00,
049867,日月光兆豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,59.30,
049868,傳奇兆豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,46.85,
049869,訊芯兆豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,87.00,
04986P,茂林永豐94售05,0,0,0,--,--,--,--, ,0.0,0.32,30,--,0,0.00,
049870,南電兆豐94購01,"65,000",1,"5,200",0.08,0.08,0.08,0.08,X,0.0,0.04,10,--,0,43.70,
049871,T50反1台新9A購02,"61,000",4,"71,350",1.14,1.37,1.14,1.25,-,0.74,1.31,50,2.04,3,0.00,
049872,聯發科台新94購03,"171,000",18,"23,250",0.15,0.15,0.10,0.10,+,0.02,0.05,10,0.08,10,0.00,
049873,華新科台新94購02,0,0,0,--,--,--,--, ,0.0,0.06,10,0.12,10,0.00,
049874,全新康和94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,74.20,
049875,台積電永豐94購04,"272,000",15,"14,530",0.09,0.09,0.04,0.04,-,0.05,0.01,30,0.04,9,276.50,
049876,智邦永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.03,58,163.00,
049877,南亞科永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.01,30,59.20,
049878,宏達電永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,27.00,
049879,奇鋐永豐94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,28.75,
04987P,昇陽半永豐94售04,"2,000",1,"4,860",2.43,2.43,2.43,2.43,X,0.0,2.40,499,2.50,30,0.00,
049880,健策永豐94購02,0,0,0,--,--,--,--, ,0.0,0.09,499,0.10,30,149.50,
049881,TPK永豐94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.01,30,37.00,
049882,康控永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.01,30,97.70,
049883,台表科永豐94購02,0,0,0,--,--,--,--, ,0.0,0.01,499,0.03,30,69.80,
049884,訊芯永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.01,10,87.00,
049885,緯穎永豐94購01,"89,000",14,"135,830",1.39,1.62,1.32,1.32,+,0.21,0.94,499,0.98,30,661.00,
049886,華通永昌95購01,0,0,0,--,--,--,--, ,0.0,0.06,10,0.16,10,0.00,
049887,嘉聯益永昌95購01,0,0,0,--,--,--,--, ,0.0,0.05,10,0.15,10,0.00,
049888,智邦國泰96購01,"950,000",15,"619,390",0.81,0.81,0.59,0.61,-,0.04,0.58,499,0.60,30,163.00,
049889,欣興國泰96購01,0,0,0,--,--,--,--, ,0.0,0.02,499,0.03,10,28.40,
04988P,楠梓電元大94售01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,0.00,
049890,嘉澤國泰95購01,0,0,0,--,--,--,--, ,0.0,0.17,10,0.27,10,225.50,
049891,T50反1富邦94購02,"6,000",1,"10,320",1.72,1.72,1.72,1.72,-,0.13,1.69,10,1.79,10,12.20,
049892,國巨富邦96購01,"4,000",3,"2,300",0.65,0.65,0.50,0.50,-,0.1,0.50,19,0.80,7,290.50,
049893,日月光富邦98購01,"10,000",1,"1,400",0.14,0.14,0.14,0.14,X,0.0,0.14,15,0.16,10,59.30,
049894,嘉聯益富邦98購01,"107,000",2,"12,840",0.12,0.12,0.12,0.12,-,0.01,0.09,10,0.13,10,24.20,
049895,國巨統一94購04,0,0,0,--,--,--,--, ,0.0,0.27,10,0.37,10,290.50,
049896,聯發科統一94購06,0,0,0,--,--,--,--, ,0.0,0.04,10,0.14,10,320.00,
049897,華新科統一94購07,0,0,0,--,--,--,--, ,0.0,0.03,10,0.13,10,156.50,
049898,緯穎統一95購01,"3,000",1,"7,860",2.62,2.62,2.62,2.62,+,0.04,2.00,10,2.10,10,661.00,
049899,台積電元富94購05,"149,000",3,"32,870",0.25,0.25,0.22,0.22,-,0.23,0.22,54,0.35,5,276.50,
04989P,國巨元大94售15,"20,000",2,"13,600",0.68,0.68,0.68,0.68,X,0.0,0.08,125,--,0,0.00,
049900,台積電元富94購06,"10,000",1,"1,100",0.11,0.11,0.11,0.11,-,0.09,0.06,20,0.12,10,276.50,
049901,瑞昱元富94購01,0,0,0,--,--,--,--, ,0.0,0.01,25,0.11,10,187.00,
049902,大立光元富94購05,"30,000",1,"1,500",0.05,0.05,0.05,0.05,+,0.03,--,0,0.15,30,"3,725.00",
049903,大立光元富94購06,"8,000",1,"1,040",0.13,0.13,0.13,0.13,+,0.12,0.05,20,0.12,200,"3,725.00",
049904,矽力元富94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.86,10,864.00,
049905,為升元大94購05,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,129.50,
049906,光寶科元大94購03,0,0,0,--,--,--,--, ,0.0,0.11,100,0.12,10,40.35,
049907,鴻海元大94購07,"80,000",8,"62,800",0.92,0.94,0.50,0.51, ,0.0,0.48,10,0.50,10,71.10,
049908,鴻海元大94購08,"90,000",9,"67,400",0.88,0.89,0.46,0.47,-,0.21,0.45,10,0.46,10,71.10,
049909,國巨元大95購01,"95,000",6,"51,000",0.58,0.58,0.48,0.48,-,0.12,0.34,25,0.56,10,290.50,
04990P,臻鼎元大94售04,"6,000",1,"43,200",7.20,7.20,7.20,7.20,X,0.0,7.45,100,7.95,10,0.00,
049910,智邦元大94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,15,163.00,
049911,智邦元大94購05,0,0,0,--,--,--,--, ,0.0,0.06,100,0.07,10,163.00,
049912,燿華元大94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,18.90,
049913,微星元大94購01,0,0,0,--,--,--,--, ,0.0,0.21,100,0.22,10,76.70,
049914,瑞昱元大94購06,0,0,0,--,--,--,--, ,0.0,0.01,100,0.02,10,187.00,
049915,瑞昱元大94購07,0,0,0,--,--,--,--, ,0.0,0.01,100,0.02,10,187.00,
049916,台光電元大94購06,"10,000",1,"1,400",0.14,0.14,0.14,0.14,-,0.02,0.13,100,0.14,10,104.50,
049917,華新科元大94購02,0,0,0,--,--,--,--, ,0.0,0.01,100,0.11,10,156.50,
049918,宏達電元大94購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,27.00,
049919,美食元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,69.90,
04991P,台表科元大94售05,"10,000",1,"12,700",1.27,1.27,1.27,1.27,+,0.01,1.43,100,1.45,10,0.00,
049920,大立光元大94購15,0,0,0,--,--,--,--, ,0.0,--,0,--,0,"3,725.00",
049921,大立光元大94購16,"312,000",38,"29,080",0.17,0.17,0.07,0.08,-,0.14,0.07,20,--,0,"3,725.00",
049922,禾伸堂元大95購01,0,0,0,--,--,--,--, ,0.0,0.12,100,0.13,10,88.50,
049923,智原元大95購02,0,0,0,--,--,--,--, ,0.0,--,0,--,0,32.70,
049924,欣興元大95購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,28.40,
049925,創意元大95購02,0,0,0,--,--,--,--, ,0.0,0.01,100,0.11,10,181.50,
049926,智易元大95購02,0,0,0,--,--,--,--, ,0.0,--,0,--,0,62.00,
049927,健策元大94購02,"280,000",18,"382,100",1.57,1.58,1.04,1.04,-,0.51,0.84,100,0.86,10,149.50,
049928,祥碩元大94購02,0,0,0,--,--,--,--, ,0.0,4.11,2,--,0,684.00,
049929,祥碩元大94購03,"30,000",3,"201,000",6.70,6.70,6.70,6.70,+,0.1,3.64,2,6.80,10,684.00,
04992P,元油2X富邦97售04,0,0,0,--,--,--,--, ,0.0,6.45,10,--,0,0.00,
049930,上海銀元大94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,39.60,
049931,矽力元大94購01,"25,000",4,"41,310",2.01,2.01,1.36,1.36,-,0.78,--,0,1.10,10,864.00,
049932,GIS元大94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,73.80,
049933,GIS元大95購01,0,0,0,--,--,--,--, ,0.0,0.02,100,0.12,10,73.80,
049934,緯穎元大94購08,"24,000",3,"115,350",5.65,5.65,3.67,3.67,+,1.37,3.54,100,3.58,10,661.00,
049935,南電元大94購08,0,0,0,--,--,--,--, ,0.0,0.12,100,0.13,10,43.70,
049936,柏文元大94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.02,83,142.50,
049937,臺股指元大94購18,0,0,0,--,--,--,--, ,0.0,0.13,499,--,0,0.00,
049938,臺股指元大94購19,0,0,0,--,--,--,--, ,0.0,0.15,100,--,0,0.00,
049939,臺股指元大94購20,0,0,0,--,--,--,--, ,0.0,0.25,499,0.35,10,0.00,
04993P,上銀兆豐96售01,"97,000",12,"127,280",1.24,1.50,1.24,1.50,+,0.25,1.56,10,1.59,10,0.00,
049940,臺股指元大94購21,0,0,0,--,--,--,--, ,0.0,0.15,100,--,0,0.00,
049941,臺股指元大94購24,0,0,0,--,--,--,--, ,0.0,--,0,--,0,0.00,
049942,奇力新亞東94購01,0,0,0,--,--,--,--, ,0.0,0.21,10,0.31,10,82.50,
049943,聯詠第一94購01,0,0,0,--,--,--,--, ,0.0,0.08,10,0.12,10,171.50,
049944,日月光第一94購01,0,0,0,--,--,--,--, ,0.0,0.01,10,0.10,10,59.30,
049945,樺漢第一94購01,0,0,0,--,--,--,--, ,0.0,0.01,10,0.07,13,165.00,
049946,智邦兆豐95購01,"20,000",1,"4,000",0.20,0.20,0.20,0.20,+,0.08,0.16,10,0.17,10,163.00,
049947,S&P反1中信97購01,"21,000",3,"39,080",1.89,1.89,1.83,1.88,+,0.08,1.86,10,--,0,0.00,
049948,聯發科麥證94購01,0,0,0,--,--,--,--, ,0.0,0.01,10,0.08,10,0.00,
049949,燿華群益96購01,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,18.90,
04994P,大成鋼凱基95售01,"20,000",2,"46,500",2.32,2.33,2.32,2.33,-,0.28,2.33,43,2.37,10,0.00,
049950,南亞科群益94購02,0,0,0,--,--,--,--, ,0.0,--,0,--,0,59.20,
049951,全新群益94購03,0,0,0,--,--,--,--, ,0.0,--,0,--,0,74.20,
049952,強茂群益94購01,0,0,0,--,--,--,--, ,0.0,0.01,25,0.03,10,17.90,
049953,華新科群益94購04,0,0,0,--,--,--,--, ,0.0,0.38,25,0.48,10,156.50,
049954,健策群益95購01,"99,000",2,"83,630",0.87,0.87,0.62,0.62,-,0.32,0.58,25,0.61,10,149.50,
049955,崇越群益95購01,0,0,0,--,--,--,--, ,0.0,0.80,25,0.85,10,89.90,
049956,國巨統一94購05,0,0,0,--,--,--,--, ,0.0,0.23,208,--,0,290.50,
049957,智邦統一94購01,0,0,0,--,--,--,--, ,0.0,0.06,10,0.16,10,163.00,
049958,華新科統一94購08,0,0,0,--,--,--,--, ,0.0,0.63,10,0.73,10,156.50,
049959,創意統一95購02,0,0,0,--,--,--,--, ,0.0,0.01,10,0.11,10,181.50,
04995P,台達電凱基96售03,"39,000",5,"78,520",1.97,2.19,1.88,2.00,-,0.05,0.37,27,--,0,0.00,
049960,嘉聯益統一94購01,0,0,0,--,--,--,--, ,0.0,0.01,10,0.11,10,24.20,
049961,GIS統一94購01,0,0,0,--,--,--,--, ,0.0,--,0,--,0,73.80,
049962,台光電元富94購01,0,0,0,--,--,--,--, ,0.0,0.02,25,0.12,10,104.50,
049963,聯發科元富94購02,0,0,0,--,--,--,--, ,0.0,0.14,25,0.24,10,320.00,
049964,強茂元富94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,17.90,
049965,矽創元富94購01,0,0,0,--,--,--,--, ,0.0,0.01,50,--,0,123.00,
049966,旺宏國票95購02,0,0,0,--,--,--,--, ,0.0,0.04,25,0.14,10,27.20,
049967,華新科國票94購07,0,0,0,--,--,--,--, ,0.0,0.01,25,0.20,100,156.50,
049968,麗豐國票95購01,0,0,0,--,--,--,--, ,0.0,0.03,25,0.13,10,165.50,
049969,泰鼎國票95購01,0,0,0,--,--,--,--, ,0.0,1.13,25,1.19,10,46.55,
04996P,台積電凱基95售02,"103,000",11,"79,370",0.77,0.79,0.77,0.79,+,0.21,0.88,1,1.05,45,0.00,
049970,康控國票95購03,0,0,0,--,--,--,--, ,0.0,--,0,0.11,10,97.70,
049971,台郡國票95購01,"10,000",1,"11,100",1.11,1.11,1.11,1.11,-,0.05,0.82,25,0.87,10,94.00,
049972,南電國票95購02,"50,000",1,"2,500",0.05,0.05,0.05,0.05,-,0.14,0.05,250,0.19,400,43.70,
049973,T50反1日盛9A購01,0,0,0,--,--,--,--, ,0.0,1.40,25,1.67,1,12.20,
049974,聯發科日盛94購02,0,0,0,--,--,--,--, ,0.0,0.01,25,0.10,25,320.00,
049975,力山凱基94購05,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,45.60,
049976,台積電凱基94購28,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,276.50,
049977,瑞昱凱基94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,187.00,
049978,瑞昱凱基94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,187.00,
049979,美律凱基94購07,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,125.00,
04997P,燿華台新95售02,"14,000",2,"75,900",5.25,5.55,5.25,5.55,+,0.15,6.55,10,6.60,10,0.00,
049980,奇力新凱基94購04,"12,000",3,"1,330",0.16,0.17,0.10,0.10, ,0.0,0.06,100,0.10,10,82.50,
049981,臺企銀凱基94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.10,110,10.00,
049982,嘉晶凱基94購01,"377,000",25,"427,740",1.13,1.24,0.74,0.74,-,0.28,0.73,100,--,0,49.50,
049983,智原凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,32.70,
049984,揚明光凱基94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,50.50,
049985,華擎凱基94購01,"561,000",21,"338,780",0.71,0.89,0.50,0.50,-,0.02,0.48,100,0.50,10,84.50,
049986,嘉澤凱基94購02,"1,060,000",11,"170,200",0.16,0.19,0.15,0.15,-,0.04,0.05,100,0.10,10,225.50,
049987,智易凱基94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,62.00,
049988,貿聯凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,153.50,
049989,臻鼎凱基94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,87.80,
04998P,京元電永豐95售01,"18,000",4,"13,940",0.78,0.83,0.75,0.83,-,0.21,0.87,499,0.88,30,0.00,
049990,志超凱基94購03,0,0,0,--,--,--,--, ,0.0,0.01,100,0.10,10,27.95,
049991,臺股指凱基96購04,0,0,0,--,--,--,--, ,0.0,0.01,10,0.10,30,0.00,
049992,國巨台新94購02,0,0,0,--,--,--,--, ,0.0,0.67,10,--,0,0.00,
049993,奇力新台新94購02,0,0,0,--,--,--,--, ,0.0,0.30,10,0.31,10,0.00,
049994,聯茂台新94購02,0,0,0,--,--,--,--, ,0.0,0.11,10,0.15,10,0.00,
049995,GIS台新94購01,0,0,0,--,--,--,--, ,0.0,0.01,10,0.02,10,0.00,
049996,元油2X永豐94購05,0,0,0,--,--,--,--, ,0.0,--,0,0.09,8,4.03,
049997,聯發科永豐94購04,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,320.00,
049998,奇力新永豐94購03,0,0,0,--,--,--,--, ,0.0,0.02,30,0.05,30,82.50,
049999,義隆永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,30,75.00,
04999P,南電永豐95售01,0,0,0,--,--,--,--, ,0.0,1.42,499,1.47,30,0.00,
050000,盟立永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,29.10,
050001,奇鋐永豐94購03,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,28.75,
050002,智原永豐94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.01,30,32.70,
050003,景碩永豐94購01,0,0,0,--,--,--,--, ,0.0,0.01,330,0.02,30,39.00,
050004,明泰永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,17.30,
050005,京鼎永豐94購01,0,0,0,--,--,--,--, ,0.0,0.02,30,0.03,30,111.00,
050006,華擎永豐94購03,"51,000",10,"11,010",0.24,0.28,0.16,0.16,-,0.06,0.14,30,0.15,30,84.50,
050007,貿聯永豐94購01,"90,000",27,900,0.01,0.01,0.01,0.01,X,0.0,--,0,0.01,30,153.50,
050008,超眾永豐94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.01,30,168.00,
050009,昇陽半永豐94購02,0,0,0,--,--,--,--, ,0.0,--,0,0.03,30,44.90,
05000P,臺股指永豐95售01,0,0,0,--,--,--,--, ,0.0,8.30,30,--,0,0.00,
050010,鈺齊永豐94購01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,30,85.90,
050011,S&P反1國泰95購01,0,0,0,--,--,--,--, ,0.0,1.58,499,--,0,13.87,
050012,台積電國泰95購03,"87,000",12,"216,530",2.41,2.51,2.39,2.39,+,0.56,1.50,5,4.60,1,276.50,
050013,淘帝國泰95購01,0,0,0,--,--,--,--, ,0.0,0.05,10,0.06,10,58.60,
050014,國巨富邦98購01,"129,000",11,"127,970",1.13,1.13,0.88,0.88,-,0.22,0.80,5,0.87,10,290.50,
050015,友達富邦95購01,0,0,0,--,--,--,--, ,0.0,0.20,10,0.29,10,7.58,
050016,緯穎富邦95購01,"50,000",5,"60,900",1.23,1.24,1.16,1.16,X,0.0,1.10,10,1.17,10,661.00,
050017,百和富邦94購01,0,0,0,--,--,--,--, ,0.0,0.01,998,0.10,10,55.00,
050018,高股息元大94購02,"10,000",1,300,0.03,0.03,0.03,0.03, ,0.0,0.02,50,0.09,10,24.41,
050019,T50反1元大94購04,"2,000",2,"2,880",1.31,1.57,1.31,1.57,-,0.13,1.58,495,1.68,10,12.20,
05001P,華通統一95售01,0,0,0,--,--,--,--, ,0.0,3.82,108,3.92,10,0.00,
050020,為升元大94購06,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,129.50,
050021,鴻海元大94購10,"40,000",3,"22,100",0.73,0.73,0.37,0.38,-,0.01,0.36,100,0.37,10,71.10,
050022,鴻海元大94購11,"72,000",8,"61,230",1.12,1.12,0.62,0.62,-,0.26,0.61,100,0.62,10,71.10,
050023,國巨元大94購12,"35,000",2,"27,900",0.74,0.94,0.74,0.94,+,0.04,0.24,5,--,0,290.50,
050024,旺宏元大94購09,"10,000",1,"4,700",0.47,0.47,0.47,0.47,X,0.0,0.16,100,0.17,10,27.20,
050025,燿華元大94購05,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,18.90,
050026,友達元大96購01,0,0,0,--,--,--,--, ,0.0,0.14,100,0.24,10,7.58,
